id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm003290149,1.352000,4.982229,295.017181,0.430544,213.346564,0.000463
agm002158034,0.159000,1.735897,381.833160,0.312939,219.137190,0.008029
agm003180553,1.646000,3.009691,320.823944,0.463249,183.299610,0.003496
agm002375321,0.000000,2.152876,505.671143,0.185865,297.955047,0.011343
agm003203957,1.255000,7.620220,460.806854,0.412829,247.155361,0.008734
agm002112410,0.000000,5.172072,355.426819,0.163080,175.459828,0.002443
agm002384764,0.000000,0.522141,336.935669,0.120580,190.352457,0.026900
agm002692135,0.156000,1.173144,243.832962,0.326849,147.289319,0.050808
agm001199002,0.011000,1.096717,552.209106,0.243413,307.230027,0.005077
agm002184033,1.424000,2.380443,340.397003,0.478238,137.583614,0.004309
agm004930269,0.102000,0.712705,575.151733,0.268479,722.624628,0.000238
agm003204402,7.425000,2.199206,897.781494,0.559007,395.519016,0.004539
agm001054431,0.356000,3.323148,625.858643,0.322840,372.836708,0.008786
agm001001917,3.997000,7.156506,350.869354,0.590758,178.217140,0.000949
agm001120408,0.002000,1.460694,538.854431,0.223738,259.726988,0.014545
agm001211733,0.002000,0.575103,311.624969,0.228257,166.330979,0.007509
agm002367029,0.100000,1.885302,530.807983,0.296406,230.887005,0.006128
agm002342713,0.053000,4.376831,466.912506,0.275090,276.958697,0.000606
agm002911754,1.798000,0.790915,422.841522,0.439443,255.685237,0.000884
agm003435745,5.616000,6.291236,411.973358,0.622195,213.741358,0.001360
agm001277204,4.738000,1.487202,370.830994,0.748545,111.076720,0.000890
agm001086559,0.000000,0.977717,445.393372,0.160598,239.553140,0.006940
agm001214050,0.000000,1.584356,417.793579,0.111861,206.506433,0.006461
agm003416547,0.000000,0.862568,311.357758,0.129616,191.171357,0.005009
agm003161131,0.345000,1.327211,1137.655640,0.310646,507.419023,0.000745
agm002250457,0.030000,4.432167,410.068390,0.267090,227.080857,0.006748
agm003160776,0.083000,2.139561,298.000305,0.306240,139.205129,0.003722
agm003438625,0.043000,5.680277,400.121887,0.279808,184.028280,0.002123
agm003435731,0.000000,2.059161,524.886414,0.159894,319.392299,0.005092
agm002327937,0.022000,1.098495,301.542999,0.262029,216.383778,0.001787
agm002776024,0.000000,0.696804,391.214294,0.107256,339.947511,0.004884
agm002190824,1.788000,8.480185,415.165375,0.437816,259.835776,0.002928
agm003772248,1.221000,7.984891,329.759613,0.427491,200.002432,0.002000
agm003261136,7.806000,7.952837,669.328003,0.593887,342.957047,0.006931
agm003295925,11.052000,3.997122,609.168945,0.761270,250.431268,0.003496
agm002375781,0.000000,0.833706,371.977509,0.095255,211.535639,0.013201
agm002142894,3.177000,1.216344,212.257217,0.553910,175.109377,0.018358
agm002201343,0.014000,2.454323,581.199463,0.246138,333.308618,0.762227
agm002187868,3.994000,5.969779,430.411530,0.577570,191.063259,0.003392
agm002199380,0.630000,2.940562,507.058380,0.372344,228.444099,0.014902
agm001340556,3.709000,3.176136,321.466888,0.709355,98.988552,0.009291
agm002156849,0.000000,0.509986,351.611603,0.193393,163.138706,0.001155
agm002190623,12.664000,7.638618,392.932678,1.073892,151.377008,0.001180
agm001619630,0.007000,1.612837,475.319580,0.238150,288.180677,0.003407
agm001361190,2.857000,1.834001,295.836884,0.620364,109.336206,0.000306
agm003294466,1.229000,5.319624,452.235931,0.407833,258.917026,0.003900
agm003162158,4.315000,2.182651,564.578369,0.592228,190.253139,0.006106
agm003203952,0.013000,6.852090,463.079132,0.249605,249.962079,0.000433
agm003160550,0.172000,1.373327,542.595337,0.305587,294.493669,0.005913
agm002161425,0.315000,6.992354,393.208099,0.335903,238.967981,0.002219
agm001228166,0.759000,2.878382,393.943268,0.376818,255.473809,0.002079
agm001612402,1.449000,4.058838,273.480103,0.507171,109.870677,0.006442
agm001170360,0.000000,0.972333,589.489807,0.144870,278.519744,0.149399
agm002166872,6.350000,1.890231,378.420410,0.707156,171.690513,0.011634
agm003202578,0.842000,3.509289,382.918884,0.376375,285.413136,0.001923
agm002534280,0.000000,2.904642,502.063568,0.143538,348.248826,0.001947
agm001115638,2.742000,2.045462,497.331482,0.513480,198.559771,0.011250
agm001223107,0.000000,1.209752,358.932831,0.136220,222.080289,0.001844
agm001121225,0.125000,1.609090,437.833893,0.300067,254.938312,0.010195
agm003438871,4.042000,7.170426,312.891754,0.597124,174.418095,0.001205
agm001145017,1.272000,3.682995,396.946198,0.417695,235.147594,0.003535
agm003160215,1.780000,2.692571,339.610321,0.478519,171.748907,0.001254
agm002648567,1.587000,2.062962,523.776855,0.422299,276.492156,0.004124
agm005110823,3.280000,1.701759,437.274475,0.595754,141.806163,0.001071
agm001361099,0.000000,1.182581,349.501556,0.111313,212.716852,0.018939
agm002923747,0.232000,1.685227,394.984009,0.330432,199.993759,0.001488
agm003626519,0.001000,1.738730,511.129974,0.217398,299.710424,0.005414
agm003186189,0.011000,2.549123,342.154327,0.250391,204.264805,0.009503
agm003257895,0.000000,3.229513,792.909851,0.181709,391.525053,0.003310
agm001184708,3.515000,4.637518,328.708618,0.636565,125.138703,0.023700
agm001034427,4.754000,1.397565,448.487671,0.555368,259.302324,0.009021
agm003273181,0.106000,2.201032,376.555450,0.308706,164.544729,0.002197
agm003286818,8.429000,5.416924,463.404510,0.706280,229.071090,0.002700
agm001310374,0.000000,1.205625,365.062775,0.117680,229.353132,0.000000
agm002193777,0.002000,1.440293,340.115692,0.228289,166.677989,0.000991
agm001186393,1.426000,3.881297,497.567352,0.404330,314.866955,0.004287
agm002342351,0.001000,1.078399,320.658264,0.214117,266.222975,0.013010
agm001211737,0.119000,4.202873,382.809631,0.310270,176.449194,0.002336
agm002679363,0.081000,2.807704,394.063873,0.289614,237.860039,0.001070
agm001190229,0.000000,2.799520,447.399506,0.117013,229.886964,0.002197
agm003159642,0.256000,1.625899,338.618561,0.339786,177.184210,0.005247
agm002489836,0.525000,1.602787,389.781921,0.398273,125.980747,0.006197
agm002534369,0.000000,0.000000,309.568939,0.049590,142.381793,1.616653
agm001612122,0.725000,5.024539,374.087921,0.417920,133.092566,0.000484
agm003182474,0.099000,2.071827,382.405792,0.304476,175.450906,0.001674
agm002737819,0.000000,0.670299,456.701538,0.183775,227.067582,0.009642
agm003178605,0.474000,3.366151,366.182831,0.368668,183.437237,0.006588
agm001281693,0.007000,2.160990,391.566742,0.242413,204.076815,0.000996
agm003260451,8.148000,5.148732,533.994934,0.655450,266.877221,0.009453
agm002034477,9.784000,15.016469,320.274994,0.828440,186.119959,0.001036
agm002224436,2.679000,4.056858,377.248627,0.480212,254.162024,0.004305
agm003261908,7.442000,7.170707,420.776428,0.697248,208.730430,0.000965
agm003201679,0.130000,2.247883,979.952576,0.281067,532.268003,0.002289
agm003436195,0.166000,5.680132,413.928650,0.319952,187.444293,0.001109
agm001340707,0.616000,2.940214,325.417694,0.404210,136.135024,0.006814
agm003606783,0.000000,1.066435,508.599243,0.184860,356.766073,0.002714
agm003436017,0.291000,3.971290,443.711884,0.324139,294.543600,0.000807
agm002193815,0.111000,1.751008,370.723083,0.307045,182.895958,0.000782
agm001619631,1.448000,4.906640,458.527679,0.418370,264.708318,0.001432
agm003172806,0.102000,4.862772,436.361969,0.299121,214.108336,0.002413
agm002344063,0.000000,1.693204,378.951385,0.141834,213.309571,0.005799
agm003438140,0.000000,1.398260,313.119659,0.161639,176.285606,0.003962
agm003204397,1.951000,1.708870,816.210754,0.418618,355.585695,0.014652
agm003272372,0.000000,0.391393,219.152985,0.109306,151.423501,0.456237
agm002744604,0.130000,4.383002,430.392365,0.300266,264.427884,0.006840
agm003193255,6.635000,5.568470,278.755219,0.834084,123.826397,0.005376
agm001623845,0.051000,2.213950,455.136017,0.273885,283.658968,0.008084
agm002194238,0.000000,1.583637,370.804749,0.201178,227.158071,0.016130
agm003438156,0.091000,6.020429,461.452728,0.292405,242.381306,0.002557
agm003562491,0.024000,2.319002,725.687683,0.246684,557.241048,0.004690
agm002153890,2.530000,0.825262,367.705078,0.459190,292.151063,0.004465
agm002314331,0.001000,2.397575,364.220520,0.218314,198.727651,0.002271
agm001663000,3.215000,1.565187,473.627045,0.470540,332.704002,0.008803
agm002691155,0.585000,0.843413,284.560913,0.403487,130.186006,0.011297
agm001236110,0.000000,0.677149,378.447296,0.162225,229.496057,0.008779
agm003160746,0.008000,1.687145,452.480530,0.241554,268.138743,0.010983
agm001232746,0.074000,3.873682,389.624176,0.292637,195.137021,0.000841
agm002647856,0.000000,0.251060,476.027832,0.083960,266.981895,0.012325
agm002156790,0.190000,1.823997,484.184143,0.308709,296.838780,0.018138
agm003165302,0.053000,1.537354,639.959534,0.272122,319.220712,0.007040
agm002179189,9.629000,2.139554,341.978180,0.955810,138.907513,0.007749
agm003169487,0.002000,1.004007,399.588165,0.224537,247.408073,0.010319
agm002181857,0.847000,1.296755,296.506866,0.386337,243.616173,0.004964
agm002177762,0.000000,2.546106,536.193481,0.202727,342.405189,0.000869
agm001614645,0.713000,2.825190,421.672180,0.376479,240.966058,0.015132
agm001611010,1.182000,2.708887,315.710571,0.469690,123.258253,0.019104
agm001610662,0.843000,1.841003,288.077850,0.368944,324.325308,0.000662
agm001137248,0.064000,1.408561,330.166412,0.288320,197.520361,0.000671
agm001293407,0.000000,1.599567,344.561401,0.209399,206.810140,0.002730
agm002536485,0.018000,7.592251,558.660522,0.253355,276.450915,0.004177
agm001205520,0.110000,1.567353,362.085968,0.308267,173.222087,0.001968
agm001222837,0.000000,2.105415,400.190521,0.187379,237.877840,0.002769
agm003162417,1.283000,1.114407,418.110901,0.435137,191.743503,0.004929
agm002194062,2.184000,8.559694,290.266510,0.500577,175.260166,0.005003
agm002134036,0.333000,1.703471,554.818481,0.331575,279.389831,0.001631
agm002184971,1.830000,4.629641,324.226685,0.491341,158.163995,0.007324
agm001320039,0.000000,2.536366,402.990356,0.197227,200.717130,0.000188
agm001116897,2.343000,3.708214,376.501495,0.476843,229.864995,0.001669
agm003771831,0.000000,8.111107,353.971771,0.149892,204.543948,0.002847
agm003200928,0.000000,1.450332,783.152954,0.162706,479.044666,0.002259
agm003262785,14.142000,14.674549,272.147278,1.137506,156.154956,0.002226
agm002321920,0.001000,3.244005,416.556183,0.219134,190.564699,0.000653
agm002647170,0.039000,0.960979,515.623047,0.271393,237.966063,0.001514
agm002726916,0.000000,1.876788,295.419891,0.078304,164.606068,0.002595
agm003766936,6.730000,9.579473,318.948669,0.669448,209.658168,0.003480
agm003160523,0.000000,1.316834,373.459930,0.156082,199.054319,0.001503
agm002227008,1.267000,1.977282,353.961456,0.458102,148.084488,0.032400
agm001851784,0.046000,1.610792,536.850220,0.266756,352.270982,0.003092
agm001851478,0.000000,0.755209,428.711609,0.197188,228.388202,0.004637
agm001631127,2.165000,1.393147,629.087280,0.448344,279.373181,0.003298
agm001116538,1.348000,2.642306,436.729218,0.418014,248.185969,0.000094
agm002178114,2.920000,0.618373,319.145294,0.522127,198.164284,0.004379
agm003196333,0.127000,0.923368,646.628418,0.305945,215.039240,0.010301
agm001623764,0.618000,4.105017,405.990417,0.414691,118.424015,0.000900
agm003765837,0.001000,1.809526,339.942322,0.215813,222.545984,0.009384
agm002167590,0.000000,13.096009,430.782623,0.164764,234.409045,0.000122
agm002694840,0.005000,1.323299,279.834229,0.243767,144.904833,0.010011
agm003260647,0.001000,1.185792,757.317017,0.206376,550.885206,0.003473
agm003191275,0.316000,2.383828,349.948730,0.345857,191.824685,0.009640
agm002488372,0.324000,4.058809,484.391113,0.323590,332.282595,0.003320
agm003160833,0.988000,1.878999,556.412231,0.389460,270.660074,0.004637
agm002327442,0.009000,4.698728,502.562164,0.243510,250.211673,0.002638
agm002924250,2.088000,5.309062,574.632446,0.452686,257.509331,0.002261
agm003295207,0.544000,0.754298,530.861633,0.340357,371.598212,0.007639
agm003438869,0.014000,6.445913,317.915619,0.256945,176.388983,0.002045
agm002186860,2.547000,1.442013,331.081238,0.478607,245.588211,0.002537
agm003435933,5.669000,6.398866,441.768158,0.616345,222.161412,0.000931
agm001153421,7.983000,3.523762,593.743042,0.626052,299.683150,0.000514
agm003169309,0.003000,0.707645,516.825317,0.227575,239.027589,0.006863
agm001304781,0.000000,1.650695,434.523926,0.160769,239.613416,0.040409
agm001134876,0.161000,2.847104,424.503571,0.317478,194.441177,0.012865
agm002693387,0.000000,0.720102,395.777649,0.154391,272.861371,0.000001
agm002250466,0.298000,5.507495,459.414032,0.337323,218.578768,0.004621
agm002911994,2.565000,0.860205,614.461060,0.448749,329.858864,0.000294
agm001120870,0.091000,2.243825,334.015503,0.296956,205.842650,0.006855
agm003281153,0.009000,1.492409,397.110565,0.245966,214.898730,0.010555
agm002178365,0.035000,1.398432,336.163910,0.271402,217.506923,0.005365
agm002367405,0.036000,3.357512,433.961151,0.274768,193.895721,0.031718
agm002169173,0.000000,1.350598,568.588867,0.088867,270.969015,0.020773
agm003263428,0.000000,3.963550,611.968872,0.187070,349.697601,0.003325
agm001277190,0.063000,0.879244,440.134979,0.282390,244.438531,0.000483
agm001307662,0.000000,0.915696,497.675507,0.194692,355.106901,0.016422
agm003193008,0.207000,4.210342,342.225250,0.334956,160.363329,0.002349
agm001026265,1.218000,1.157098,542.413330,0.479747,115.948755,0.008148
agm002343337,0.087000,3.083753,370.690552,0.305292,151.398166,0.004110
agm002240831,3.378000,1.448655,416.334991,0.526074,223.119778,0.059241
agm002157182,0.077000,2.390491,594.143127,0.284123,280.270402,0.053845
agm003166152,0.011000,1.660281,374.283783,0.250004,215.295470,0.010754
agm003157857,1.343000,1.963659,327.740997,0.564811,68.938682,0.013029
agm003202599,5.113000,5.691465,390.497772,0.673866,155.916328,0.001258
agm002178783,0.015000,1.360874,308.462982,0.258577,169.455759,0.000705
agm001214651,1.904000,1.624072,256.260071,0.505083,147.139678,0.002093
agm001281614,5.082000,2.616586,422.865448,0.611053,204.286718,0.001368
agm003192617,0.097000,1.576261,381.521912,0.295341,233.467267,0.011363
agm001933960,3.986000,3.091452,458.353668,0.540192,238.997004,0.008498
agm001115713,0.605000,4.246232,376.083954,0.371337,223.549859,0.000221
agm002386353,1.269000,2.883520,442.732208,0.411972,252.273790,0.006890
agm003438867,0.581000,5.663317,401.570496,0.363853,245.783854,0.001938
agm002044324,0.013000,2.899415,358.419708,0.249586,246.321389,0.003926
agm003189992,0.102000,2.174686,613.841309,0.286765,332.745638,0.007475
agm002218203,0.044000,1.162253,310.086914,0.273536,244.951897,0.016766
agm002186655,0.000000,0.637360,584.792725,0.130657,374.211834,0.001411
agm003161130,1.822000,0.925691,782.282471,0.393465,469.811640,0.006131
agm002192738,0.194000,1.707128,294.555450,0.330270,168.566858,0.014264
agm002692402,0.713000,7.085508,236.960480,0.412024,141.525284,0.001489
agm003192026,1.232000,4.048027,463.024261,0.403317,275.908371,0.005445
agm003407289,0.434000,5.136604,318.492950,0.375395,149.186209,0.000466
agm002170357,9.786000,8.078809,544.717651,0.586262,446.076614,0.004260
agm002226444,0.000000,5.151385,376.940521,0.191744,184.032395,0.003191
agm003260679,10.998000,3.208047,703.155518,0.644643,377.537716,0.001682
agm001136466,0.414000,2.376402,358.808197,0.376009,140.840180,0.006013
agm002209108,0.000000,1.353313,334.113678,0.198508,185.122883,0.000470
agm003612703,1.595000,0.927452,334.025787,0.382969,483.668194,0.000824
agm003189749,0.186000,1.750318,471.348999,0.316777,229.956960,0.000890
agm001350097,0.075000,5.957636,313.769073,0.292927,195.902239,0.006638
agm005112841,6.119000,3.272834,452.446930,0.598947,260.274547,0.001269
agm001228399,4.403000,2.664918,460.502838,0.596123,190.754840,0.002398
agm001274434,0.000000,0.896461,311.198792,0.089809,276.861523,0.024602
agm003199259,1.591000,4.048806,524.384766,0.407751,335.292864,0.003223
agm003204399,21.114000,3.254320,662.353455,1.053327,259.065861,0.006695
agm003163074,0.000000,1.693532,818.970947,0.168213,478.322911,0.044774
agm001307759,0.026000,1.190870,505.115265,0.259025,299.328543,0.005091
agm002216484,2.635000,2.120740,524.150146,0.465271,286.918469,0.000053
agm002327425,0.001000,1.765066,520.469666,0.217565,242.814483,0.011936
agm002087535,0.354000,0.878425,697.945007,0.330009,308.330396,0.000568
agm002202339,0.055000,2.031737,339.657776,0.275463,284.690767,0.023328
agm002382472,0.003000,3.673976,491.341400,0.225593,279.782550,0.004360
agm001828129,0.417000,1.034814,307.274353,0.363895,176.337227,0.007486
agm002655279,0.001000,0.236453,266.208771,0.222370,111.512534,0.044920
agm003436956,0.677000,5.454416,369.684174,0.387934,190.173360,0.001715
agm003273879,0.004000,0.762387,314.717560,0.237797,157.357811,0.026240
agm001196436,0.000000,0.902933,448.497162,0.129345,276.391301,0.021190
agm002692988,0.000000,2.493026,300.723633,0.210913,170.316324,0.014983
agm003201811,0.260000,3.360253,675.038696,0.310663,382.284498,0.002409
agm002487304,0.000000,0.751678,385.159943,0.098966,276.877742,0.006650
agm003177250,0.085000,2.689281,388.415894,0.297194,191.804735,0.004528
agm002085135,0.213000,0.737511,599.273560,0.307470,344.057454,0.000017
agm003201120,5.270000,2.886255,475.300751,0.558442,282.534848,0.000506
